date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-05-19,4466320.0,6053.0,83378.0,916.0,6821.0,,761.0,48.0,3.0,25.0,11560.0,4472.0,101.0,773917.0,7036.0,12934.0,2980.0,96.0,6747.0,22268.0,85.0,28681.0,56082.0,18.0,131.0,123.0,21.0,3577.0,6.0,2267.0,25.0,218223.0,8.0,141.0,2211.0,782.0,42.0,122.0,3047.0,74602.0,328.0,94.0,367.0,503.0,41428.0,84484.0,14216.0,11.0,410.0,,843.0,2061.0,2224.0,1862.0,16.0,914.0,8525.0,1454.0,10858.0,1331.0,16.0,12110.0,31467.0,11719.0,1265.0,927.0,39.0,7027.0,202.0,306.0,1543255.0,924482.0,187.0,13.0,18.0,6415.0,693.0,189.0,60.0,1320.0,24.0,695.0,175272.0,5735.0,139.0,2884.0,11.0,22.0,155.0,149.0,1643.0,252.0,2663.0,913.0,116.0,310.0,3002559.0,2460.0,3509.0,1816.0,90927.0,17514.0,712.0,118392.0,3260.0,23956.0,337.0,16505.0,224760.0,511.0,16285.0,281.0,549.0,6157.0,830.0,,944.0,13802.0,,19.0,1008.0,902.0,1.0,237.0,64.0,83.0,1475.0,21519.0,377474.0,3043.0,283.0,70.0,6872.0,1094.0,835.0,558.0,,192.0,40.0,332.0,1258.0,69069.0,,5934.0,57.0,136.0,3.0,11.0,6741.0,129.0,184.0,16.0,,295.0,44054.0,18.0,1149.0,25.0,889.0,5621.0,,1649285.0,,1817.0,21.0,8242.0,8459.0,5029.0,37218.0,,555.0,9268.0,8.0,778.0,84495.0,12305.0,,18257.0,28899.0,1309.0,30972.0,443.0,16704.0,281752.0,289.0,6.0,,15.0,18.0,39.0,1.0,17.0,,654.0,240.0,52016.0,2429.0,10496.0,11.0,462.0,27356.0,78.0,1494.0,1466.0,,1357.0,14355.0,407308.0,11050.0,285.0,238797.0,981.0,2289.0,10.0,30463.0,30549.0,51.0,1322.0,509.0,3028.0,24.0,298.0,,,116.0,1035.0,148067.0,,12.0,,98.0,16992.0,22627.0,225601.0,1472661.0,69.0,1061234.0,732.0,,,12.0,504.0,318.0,,122.0,679.0,44.0
2020-05-20,4466320.0,6053.0,83378.0,916.0,6821.0,,761.0,48.0,3.0,25.0,11560.0,4472.0,101.0,773917.0,7036.0,12934.0,2980.0,96.0,6747.0,22268.0,85.0,28681.0,56082.0,18.0,131.0,123.0,21.0,3577.0,6.0,2267.0,25.0,218223.0,8.0,141.0,2211.0,782.0,42.0,122.0,3047.0,74602.0,328.0,94.0,367.0,503.0,41428.0,84484.0,14216.0,11.0,410.0,,843.0,2061.0,2224.0,1862.0,16.0,914.0,8525.0,1454.0,10858.0,1331.0,16.0,12110.0,31467.0,11719.0,1265.0,927.0,39.0,7027.0,202.0,306.0,1543255.0,924482.0,187.0,13.0,18.0,6415.0,693.0,189.0,60.0,1320.0,24.0,695.0,175272.0,5735.0,139.0,2884.0,11.0,22.0,155.0,149.0,1643.0,252.0,2663.0,913.0,116.0,310.0,3002559.0,2460.0,3509.0,1816.0,90927.0,17514.0,712.0,118392.0,3260.0,23956.0,337.0,16505.0,224760.0,511.0,16285.0,281.0,549.0,6157.0,830.0,,944.0,13802.0,,19.0,1008.0,902.0,1.0,237.0,64.0,83.0,1475.0,21519.0,377474.0,3043.0,283.0,70.0,6872.0,1094.0,835.0,558.0,,192.0,40.0,332.0,1258.0,69069.0,,5934.0,57.0,136.0,3.0,11.0,6741.0,129.0,184.0,16.0,,295.0,44054.0,18.0,1149.0,25.0,889.0,5621.0,,1649285.0,,1817.0,21.0,8242.0,8459.0,5029.0,37218.0,,555.0,9268.0,8.0,778.0,84495.0,12305.0,,18257.0,28899.0,1309.0,30972.0,443.0,16704.0,281752.0,289.0,6.0,,15.0,18.0,39.0,1.0,17.0,,654.0,240.0,52016.0,2429.0,10496.0,11.0,462.0,27356.0,78.0,1494.0,1466.0,,1357.0,14355.0,407308.0,11050.0,285.0,238797.0,981.0,2289.0,10.0,30463.0,30549.0,51.0,1322.0,509.0,3028.0,24.0,298.0,,,116.0,1035.0,148067.0,,12.0,,98.0,16992.0,22627.0,225601.0,1472661.0,69.0,1061234.0,732.0,,,12.0,504.0,318.0,,122.0,679.0,44.0
2020-05-21,4466320.0,6053.0,83378.0,916.0,6821.0,,761.0,48.0,3.0,25.0,11560.0,4472.0,101.0,773917.0,7036.0,12934.0,2980.0,96.0,6747.0,22268.0,85.0,28681.0,56082.0,18.0,131.0,123.0,21.0,3577.0,6.0,2267.0,25.0,218223.0,8.0,141.0,2211.0,782.0,42.0,122.0,3047.0,74602.0,328.0,94.0,367.0,503.0,41428.0,84484.0,14216.0,11.0,410.0,,843.0,2061.0,2224.0,1862.0,16.0,914.0,8525.0,1454.0,10858.0,1331.0,16.0,12110.0,31467.0,11719.0,1265.0,927.0,39.0,7027.0,202.0,306.0,1543255.0,924482.0,187.0,13.0,18.0,6415.0,693.0,189.0,60.0,1320.0,24.0,695.0,175272.0,5735.0,139.0,2884.0,11.0,22.0,155.0,149.0,1643.0,252.0,2663.0,913.0,116.0,310.0,3002559.0,2460.0,3509.0,1816.0,90927.0,17514.0,712.0,118392.0,3260.0,23956.0,337.0,16505.0,224760.0,511.0,16285.0,281.0,549.0,6157.0,830.0,,944.0,13802.0,,19.0,1008.0,902.0,1.0,237.0,64.0,83.0,1475.0,21519.0,377474.0,3043.0,283.0,70.0,6872.0,1094.0,835.0,558.0,,192.0,40.0,332.0,1258.0,69069.0,,5934.0,57.0,136.0,3.0,11.0,6741.0,129.0,184.0,16.0,,295.0,44054.0,18.0,1149.0,25.0,889.0,5621.0,,1649285.0,,1817.0,21.0,8242.0,8459.0,5029.0,37218.0,,555.0,9268.0,8.0,778.0,84495.0,12305.0,,18257.0,28899.0,1309.0,30972.0,443.0,16704.0,281752.0,289.0,6.0,,15.0,18.0,39.0,1.0,17.0,,654.0,240.0,52016.0,2429.0,10496.0,11.0,462.0,27356.0,78.0,1494.0,1466.0,,1357.0,14355.0,407308.0,11050.0,285.0,238797.0,981.0,2289.0,10.0,30463.0,30549.0,51.0,1322.0,509.0,3028.0,24.0,298.0,,,116.0,1035.0,148067.0,,12.0,,98.0,16992.0,22627.0,225601.0,1472661.0,69.0,1061234.0,732.0,,,12.0,504.0,318.0,,122.0,679.0,44.0
2020-05-22,4466320.0,6053.0,83378.0,916.0,6821.0,,761.0,48.0,3.0,25.0,11560.0,4472.0,101.0,773917.0,7036.0,12934.0,2980.0,96.0,6747.0,22268.0,85.0,28681.0,56082.0,18.0,131.0,123.0,21.0,3577.0,6.0,2267.0,25.0,218223.0,8.0,141.0,2211.0,782.0,42.0,122.0,3047.0,74602.0,328.0,94.0,367.0,503.0,41428.0,84484.0,14216.0,11.0,410.0,,843.0,2061.0,2224.0,1862.0,16.0,914.0,8525.0,1454.0,10858.0,1331.0,16.0,12110.0,31467.0,11719.0,1265.0,927.0,39.0,7027.0,202.0,306.0,1543255.0,924482.0,187.0,13.0,18.0,6415.0,693.0,189.0,60.0,1320.0,24.0,695.0,175272.0,5735.0,139.0,2884.0,11.0,22.0,155.0,149.0,1643.0,252.0,2663.0,913.0,116.0,310.0,3002559.0,2460.0,3509.0,1816.0,90927.0,17514.0,712.0,118392.0,3260.0,23956.0,337.0,16505.0,224760.0,511.0,16285.0,281.0,549.0,6157.0,830.0,,944.0,13802.0,,19.0,1008.0,902.0,1.0,237.0,64.0,83.0,1475.0,21519.0,377474.0,3043.0,283.0,70.0,6872.0,1094.0,835.0,558.0,,192.0,40.0,332.0,1258.0,69069.0,,5934.0,57.0,136.0,3.0,11.0,6741.0,129.0,184.0,16.0,,295.0,44054.0,18.0,1149.0,25.0,889.0,5621.0,,1649285.0,,1817.0,21.0,8242.0,8459.0,5029.0,37218.0,,555.0,9268.0,8.0,778.0,84495.0,12305.0,,18257.0,28899.0,1309.0,30972.0,443.0,16704.0,281752.0,289.0,6.0,,15.0,18.0,39.0,1.0,17.0,,654.0,240.0,52016.0,2429.0,10496.0,11.0,462.0,27356.0,78.0,1494.0,1466.0,,1357.0,14355.0,407308.0,11050.0,285.0,238797.0,981.0,2289.0,10.0,30463.0,30549.0,51.0,1322.0,509.0,3028.0,24.0,298.0,,,116.0,1035.0,148067.0,,12.0,,98.0,16992.0,22627.0,225601.0,1472661.0,69.0,1061234.0,732.0,,,12.0,504.0,318.0,,122.0,679.0,44.0
2020-05-23,4466320.0,6053.0,83378.0,916.0,6821.0,,761.0,48.0,3.0,25.0,11560.0,4472.0,101.0,773917.0,7036.0,12934.0,2980.0,96.0,6747.0,22268.0,85.0,28681.0,56082.0,18.0,131.0,123.0,21.0,3577.0,6.0,2267.0,25.0,218223.0,8.0,141.0,2211.0,782.0,42.0,122.0,3047.0,74602.0,328.0,94.0,367.0,503.0,41428.0,84484.0,14216.0,11.0,410.0,,843.0,2061.0,2224.0,1862.0,16.0,914.0,8525.0,1454.0,10858.0,1331.0,16.0,12110.0,31467.0,11719.0,1265.0,927.0,39.0,7027.0,202.0,306.0,1543255.0,924482.0,187.0,13.0,18.0,6415.0,693.0,189.0,60.0,1320.0,24.0,695.0,175272.0,5735.0,139.0,2884.0,11.0,22.0,155.0,149.0,1643.0,252.0,2663.0,913.0,116.0,310.0,3002559.0,2460.0,3509.0,1816.0,90927.0,17514.0,712.0,118392.0,3260.0,23956.0,337.0,16505.0,224760.0,511.0,16285.0,281.0,549.0,6157.0,830.0,,944.0,13802.0,,19.0,1008.0,902.0,1.0,237.0,64.0,83.0,1475.0,21519.0,377474.0,3043.0,283.0,70.0,6872.0,1094.0,835.0,558.0,,192.0,40.0,332.0,1258.0,69069.0,,5934.0,57.0,136.0,3.0,11.0,6741.0,129.0,184.0,16.0,,295.0,44054.0,18.0,1149.0,25.0,889.0,5621.0,,1649285.0,,1817.0,21.0,8242.0,8459.0,5029.0,37218.0,,555.0,9268.0,8.0,778.0,84495.0,12305.0,,18257.0,28899.0,1309.0,30972.0,443.0,16704.0,281752.0,289.0,6.0,,15.0,18.0,39.0,1.0,17.0,,654.0,240.0,52016.0,2429.0,10496.0,11.0,462.0,27356.0,78.0,1494.0,1466.0,,1357.0,14355.0,407308.0,11050.0,285.0,238797.0,981.0,2289.0,10.0,30463.0,30549.0,51.0,1322.0,509.0,3028.0,24.0,298.0,,,116.0,1035.0,148067.0,,12.0,,98.0,16992.0,22627.0,225601.0,1472661.0,69.0,1061234.0,732.0,,,12.0,504.0,318.0,,122.0,679.0,44.0
2020-05-24,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
2020-05-25,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
2020-05-26,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
2020-05-27,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
2020-05-28,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
2020-05-29,5163036.0,9866.0,110317.0,981.0,8113.0,,763.0,61.0,3.0,25.0,16621.0,6661.0,101.0,934131.0,7106.0,13183.0,3855.0,97.0,8802.0,33610.0,90.0,35244.0,57622.0,18.0,137.0,128.0,27.0,5579.0,6.0,2391.0,32.0,330890.0,8.0,141.0,2427.0,841.0,42.0,124.0,4400.0,82469.0,371.0,129.0,604.0,675.0,65393.0,84525.0,19131.0,34.0,487.0,,911.0,2366.0,2243.0,1931.0,16.0,927.0,8973.0,2140.0,11289.0,2270.0,16.0,14422.0,36258.0,16513.0,1819.0,1313.0,39.0,7066.0,238.0,494.0,1666081.0,956364.0,187.0,13.0,18.0,6527.0,5033.0,261.0,60.0,1934.0,25.0,730.0,178876.0,6617.0,143.0,2931.0,11.0,22.0,156.0,161.0,2743.0,252.0,3176.0,1114.0,127.0,812.0,3301439.0,3477.0,3741.0,1818.0,131868.0,22271.0,741.0,133521.0,4272.0,24506.0,338.0,16626.0,229327.0,544.0,16550.0,290.0,634.0,8322.0,1192.0,,1025.0,20464.0,,19.0,1047.0,1097.0,2.0,270.0,72.0,83.0,1557.0,30583.0,488682.0,3075.0,488.0,83.0,7185.0,1371.0,1013.0,614.0,,197.0,227.0,332.0,1521.0,93256.0,,6994.0,59.0,141.0,3.0,11.0,7406.0,168.0,201.0,20.0,,603.0,45365.0,18.0,1154.0,279.0,943.0,7526.0,,1854684.0,,1998.0,22.0,8348.0,8547.0,7257.0,52437.0,,602.0,10267.0,8.0,850.0,111698.0,13777.0,,20931.0,30907.0,1368.0,42213.0,452.0,17857.0,344481.0,325.0,6.0,,15.0,18.0,39.0,1.0,18.0,,674.0,291.0,70161.0,2976.0,11092.0,11.0,621.0,31068.0,78.0,1509.0,1469.0,,1594.0,21343.0,588529.0,11190.0,655.0,243191.0,1141.0,3634.0,11.0,34171.0,30704.0,70.0,2738.0,509.0,3040.0,24.0,373.0,,,116.0,1048.0,155686.0,,12.0,,198.0,19330.0,28704.0,242507.0,1638986.0,69.0,1338410.0,753.0,,,12.0,944.0,325.0,,212.0,920.0,68.0
