date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-02-09,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-10,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-11,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-12,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-13,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-14,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-15,37629.0,,,,,,,,,,,,,37429.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,37251.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,45.0,,,,1.0,12.0,,,,,,20.0,,,,,,,,,,,,,,223.0,,,15.0,7.0,,74.0,,,,,,3.0,,25.0,,,,,,,,,,,,,,,,,,34.0,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,27.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,40.0,,,,,,,,27.0,,7.0,5.0,,,1.0,,,,,29.0,,,,,,,,,,,,,7.0,21.0,20.0,,37298.0,,,,,,13.0,,,,
2020-02-16,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-17,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-18,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-19,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-20,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-21,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-22,69363.0,,1.0,,,,,,,,,,,68852.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,,,,68584.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,105.0,55.0,,,,2.0,12.0,,,,,,25.0,,,,,,,,,,,,,,320.0,,,15.0,7.0,,359.0,,,,,9.0,3.0,,52.0,,,,,,,,,,,,,,,,,,38.0,,,,22.0,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,31.0,,,,,15.0,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,30.0,,11.0,5.0,,,1.0,,,,,38.0,,,,,,,,,,,,,8.0,32.0,24.0,,68646.0,,,,,,16.0,,,,
2020-02-23,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-02-24,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-02-25,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-02-26,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-02-27,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-02-28,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-02-29,78941.0,,1.0,,,,,,,,,,,77969.0,22.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,9.0,,,,,,77042.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,204.0,150.0,,,,2.0,16.0,,,,,,31.0,,,,,,,,,,,,,,1073.0,,,15.0,7.0,,695.0,28.0,,,,10.0,79.0,,132.0,,,,,,,,,,,1.0,,,,,,,67.0,,,,22.0,,,,,,,,,1.0,,,1.0,,,,,,,,,5.0,,,,,,,,50.0,,,,1.0,22.0,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,89.0,,,,,,,,556.0,,19.0,5.0,,,1.0,,,,,39.0,,,,,,,,,,,,,13.0,35.0,40.0,,77106.0,,,,,,16.0,,,,
2020-03-01,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-02,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-03,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-04,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-05,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-06,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-07,87214.0,1.0,3.0,,1.0,,,,,,,,,84692.0,25.0,7.0,3.0,,41.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,15.0,,,,,1.0,79968.0,,,,,,,6.0,,,,,,3.0,,,,,1.0,,,,1.0,,,1697.0,1534.0,,,,8.0,16.0,,,,,3.0,170.0,,,6.0,,,,,,,,,,,5802.0,,,22.0,7.0,,700.0,593.0,13.0,,,15.0,1128.0,,239.0,,,,,,,45.0,,,,7.0,,,,,,1.0,642.0,1.0,,,25.0,,,,,,,,,6.0,,,2.0,,,,,,,,,5.0,19.0,,1.0,,,1.0,,94.0,,1.0,,21.0,26.0,6.0,2.0,,,,,,,3.0,,,2.0,,1.0,,4.0,2.0,,,,,,,,,,1.0,,,,,,,102.0,,,,,,,2.0,3526.0,,148.0,5.0,,,14.0,45.0,,,,46.0,,,,,,,,,,,,,19.0,68.0,73.0,,80069.0,,,,,,16.0,,,,
2020-03-08,107420.0,1.0,80.0,,19.0,,1.0,,,,22.0,1.0,,95025.0,70.0,75.0,9.0,,63.0,3.0,,6.0,316.0,,,,1.0,,,2.0,,13.0,,,4.0,,,2.0,2.0,51.0,,,,,7.0,80859.0,1.0,,,,2.0,,12.0,,,,27.0,,23.0,,,2.0,13.0,48.0,,,,10.0,,,10895.0,9835.0,2.0,,,120.0,16.0,5.0,,,,12.0,1075.0,,1.0,86.0,,,,,,1.0,,,,,19439.0,,7.0,75.0,39.0,10.0,700.0,5823.0,54.0,18.0,,41.0,5883.0,,455.0,,1.0,,,,,61.0,,,3.0,28.0,,,,1.0,,2.0,6044.0,4.0,,,93.0,2.0,,3.0,,2.0,,,,51.0,,1.0,2.0,,,,2.0,,,,,5.0,330.0,,5.0,,,1.0,,574.0,,4.0,,183.0,75.0,16.0,6.0,,19.0,,,,9.0,6.0,,6.0,29.0,,12.0,,15.0,7.0,,1.0,,,,2.0,,,,28.0,,7.0,4.0,1.0,,,138.0,,3.0,20.0,,,2.0,70.0,7134.0,,1571.0,5.0,,,179.0,365.0,,,,54.0,,1.0,,,,1.0,,,,,,,45.0,379.0,464.0,,81225.0,,,,1.0,,20.0,,,,
